0,1,2,3
551.0,32.16756103570078,16.256606124067922,0.14724667789038182
550.0,82.63702219552394,16.498412513338433,-1.0203012880244058
549.0,118.66286240224191,12.955055383741984,-1.5513526128112658
548.0,145.01065907567434,9.059457451260712,-3.5
547.0,162.05610030176945,2.3070669831489976,-3.5
546.0,167.0145683436684,0.0,-3.5
545.0,168.66706037964926,0.0,-1.7214953805401763
544.0,176.62289920383964,1.0381810879266142,0.23217220100975045
543.0,170.68541854079373,0.09123676555892157,0.4328015673123603
542.0,182.62126621584866,2.8763133688678186,0.9577814121333481
541.0,213.37788007278712,7.598454339952932,0.7025872781616382
540.0,251.13264372080587,8.366044161067451,0.3849797015890135
539.0,209.35432173115268,1.4897222383333713,0.6768612631943791
538.0,223.47126633348702,2.9896879492560395,0.8674392273500455
537.0,244.8505294115824,5.673292903004806,0.9928935920196162
536.0,328.1627992352754,15.79743234472529,0.6249159992274609
535.0,408.7772555601654,18.782141861421273,0.44575318538277564
534.0,523.4609065999394,20.0270296938812,0.22608780042919902
533.0,619.66592330796,21.633926190029637,0.15144579906626846
532.0,430.8082430043419,18.540592338519847,0.3115941427068372
531.0,510.58770947402064,19.65351871301491,0.20578266472721862
530.0,596.7169241389479,20.464815676658464,0.09675917068024431
529.0,687.2494249417208,20.24258302591066,-0.020109796063650487
528.0,763.5276390208841,19.27358532681776,0.03220314953293746
527.0,830.4855990706343,19.28839717056517,-0.014999922562866086
526.0,895.713271831005,18.809037807560372,-0.08231244312581554
525.0,849.220372553134,20.13451259565894,0.03844747121061182
524.0,926.1453995542843,20.49305463333419,0.028199566940402654
523.0,1008.0168643994963,20.719714789924886,-0.0034974859424833915
522.0,1091.7041940051313,20.436590849715092,-0.0401258654998638
521.0,1026.7957806541644,21.24622578147392,-0.01595448251925724
520.0,1120.9118194627288,20.697729087673732,-0.005150644602884946
519.0,1203.3890594620088,20.756960110173623,0.037900013584006076
518.0,1290.5011201092598,21.388600640919023,0.024477491888287628
517.0,1392.3114126843655,22.036884291794102,0.013629241026634153
516.0,1522.2354390182707,22.841649530781023,0.003602059708238948
515.0,1154.779745611943,18.845560151176013,0.05328051038153814
514.0,1217.815254259815,19.636666484063756,0.09423415123125822
513.0,1291.4557924918925,20.57916985956663,0.0520634108885239
512.0,1376.709827121679,21.182089195731866,0.018917472441288607
511.0,1472.1761935167865,21.49196569176646,0.004251314667508749
510.0,1575.151428180142,21.591927271956735,0.003587372635506625
509.0,1681.5139736223396,21.71579585603245,0.004167326669864135
508.0,1792.9136513247079,21.871237688433265,-0.001241699978857369
507.0,1910.9534693262156,21.795833221034613,-0.0037191295810314884
506.0,2024.9328608457802,21.648899371010035,0.009145603932128238
505.0,2134.0985973890934,21.998248351869023,0.006899981849377318
504.0,2260.3329590801377,22.410505614600417,0.0041564522079102495
503.0,2423.4750914141414,22.96125805186241,0.0002496482875699599
502.0,1757.7593071162196,21.13422895235741,0.010581078597278637
501.0,1850.8704852246701,21.38255528985579,0.00859909835952355
500.0,1950.6582673827108,21.632126072079508,0.006303789884724603
499.0,2058.8433829584424,21.86533111074635,0.003215762318063614
498.0,2177.1049945199966,22.01840853430413,-0.001136278392670692
497.0,2303.534405691412,21.9407789156353,-0.003534471245531051
496.0,2424.9905975222196,21.75403717715754,0.004206761740770698
495.0,2538.0268120315577,21.93476995783632,0.002192887467677651
494.0,2659.8772994517785,22.053066427123127,0.0003231942458240822
493.0,2788.731384953638,22.075540025358723,0.0010663303778971345
492.0,2919.1996324682905,22.155430174467572,0.004292598678587389
491.0,3056.069443625024,22.48981657996946,0.002757144634467537
490.0,3230.897986413567,22.94690006246369,0.000283321232375032
489.0,2672.6437860399474,21.581431356969578,0.005007269424631922
488.0,2778.7490412783804,21.760005159276567,0.0034996552154775984
487.0,2891.972169325549,21.91012760725041,0.0010888479920245775
486.0,3012.3291144953396,21.962233754145547,-0.0020738012187702937
485.0,3135.2225425596857,21.83957372798686,-0.0022455609529212217
484.0,3251.498215117218,21.738774969510217,0.0027300677810176144
483.0,3363.672207308132,21.85926556907903,0.00331521376467811
482.0,3481.61060517316,22.026362091692913,0.0032302367600742232
481.0,3609.0976830612844,22.23185763130761,0.0029208943976364588
480.0,3752.274452598305,22.495700079320343,0.002190074636423206
479.0,3928.040077054715,22.86656945318107,0.0008886871520603218
478.0,3578.8947070528106,21.76128856527353,0.003944582842857036
477.0,3692.216309046462,21.9360985303215,0.0034735485252558596
476.0,3814.2964432175995,22.129133326200506,0.002927575207930466
475.0,3948.924008130367,22.34843740542714,0.0022712997323285355
474.0,4104.0260894295625,22.610985602903252,0.0014279674163343303
473.0,4303.437803013944,22.968785070465326,0.00018103404535465238
472.0,3559.435892972974,20.99579581071882,0.00585884685047966
471.0,3648.891243791612,21.12233860628743,0.005330491541022164
470.0,3741.2540981729203,21.24926765368759,0.004830022586386595
469.0,3836.840271923375,21.37692735817414,0.004341599245534372
468.0,3936.036532423581,21.505344372441503,0.003847275563917868
467.0,4039.312934954531,21.633932757467687,0.0033273178202443965
466.0,4147.226801928625,21.760989464762467,0.0027643210326628587
465.0,4260.399172452565,21.88298238664559,0.0021576273244681143
464.0,4379.424456571054,21.994121361930254,0.0015620660010902954
463.0,4504.66936956124,22.088505926003354,0.001155106942329176
462.0,4636.073526797735,22.170147459129854,0.001208722031071613
461.0,4773.68406334684,22.26897126345618,0.0016403188840332927
460.0,4920.195211167242,22.42973222189344,0.0016890622724110432
459.0,5085.671854250926,22.668529429899188,0.0009901723927018755
458.0,5301.307155096679,22.984665666041675,6.111420647021649e-05
457.0,4244.918858862056,21.050013868033748,0.004171126562867389
456.0,4335.4692781962285,21.144171197420967,0.0038118232949827524
455.0,4428.244253662439,21.236559031855005,0.003393168687232384
454.0,4523.363631663672,21.325018911853387,0.002908891463072938
453.0,4620.895885046546,21.406641366624992,0.0023818304228775122
452.0,4720.819215899821,21.47852524806028,0.0018853125872043408
451.0,4822.999077478621,21.53969763583394,0.0015557327778434327
450.0,4927.235225097435,21.59408791235017,0.0015421784118387905
449.0,5033.4380343134235,21.652069029381277,0.001859873250301597
448.0,5141.9022001263465,21.72664157464694,0.0022938741109105043
447.0,5253.501425013108,21.825854931302,0.002559779696070824
446.0,5369.684029845456,21.94973717851133,0.002540473619865369
445.0,5492.420114375571,22.0942634604668,0.002292282068369317
444.0,5624.388664202867,22.25666556169848,0.0019134943626996775
443.0,5769.744038061977,22.438780560009583,0.0014635032741305148
442.0,5936.495905212874,22.65095966970264,0.0009439217973631828
441.0,6146.787157499583,22.92992663512486,0.00027264843026432277
440.0,5670.437473186634,22.034484338806966,0.0017340233213353207
439.0,5798.251462122861,22.146304127462592,0.001472187054111257
438.0,5933.998295811402,22.26052259988833,0.0012613957814016086
437.0,6079.634692418336,22.381931131869084,0.0011120879012262025
436.0,6238.646837046482,22.52188762648337,0.000978416615606978
435.0,6418.9662188249595,22.702550108151616,0.0007163635220555561
434.0,6646.384936849989,22.971976323033758,9.267748086032399e-05
433.0,5884.2280406972695,21.747445531771213,0.001222478930283738
432.0,5996.617378502408,21.80165579078463,0.0013951182887641245
431.0,6111.501341106568,21.867961291013632,0.0016967858935375557
430.0,6229.686442154936,21.955276997610344,0.0019194957871776774
429.0,6352.661885166611,22.06590321420878,0.0019370750763809397
428.0,6482.597806855946,22.197331300807477,0.0017613791510031895
427.0,6622.556430438071,22.34700140496746,0.001462724911569055
426.0,6777.383283254194,22.516200569882265,0.0010938171730597857
425.0,6956.667564988369,22.714505129960227,0.0006593899369502221
424.0,7188.709946516437,22.978308010198592,7.66891799871927e-05
423.0,6314.674205314136,21.50597529672343,0.002080093595241639
422.0,6417.7952671767725,21.57569170115197,0.0017984359405887884
421.0,6523.348556580037,21.640454132921214,0.0015507614769127709
